target,group,p_group,base,delta,lo95,hi95,lob,hib,ratio,mean_ret,n_avg,n_anchor
W120: 120일 +100%↑,rev_acc Q1(하위20%),3.2968481059510446,2.2898148850640627,1.0070332208869817,0.3660674613480083,1.5663039508151837,0.032578636303483885,1.8504402802639695,1.439788049005895,7.084680460362809,383.0449438202247,89
W120: 120일 +100%↑,sp Q5(상위20%),1.9990944849802454,2.2898148850640627,-0.2907204000838174,-0.6380442707187927,0.00633650200233713,-0.8440898859026572,0.08880173182182036,0.8730375970651079,6.9082111388360605,346.2134831460674,89
W120: 120일 +100%↑,sp Q1(하위20%),3.175181925217263,2.2898148850640627,0.8853670401532003,0.2596242640853673,1.571545665041015,0.0317448967486019,2.0136215231577688,1.3866544173191668,2.7160436389390274,345.91011235955057,89
W120: 120일 +100%↑,opm Q5(상위20%),1.2253802577241304,2.2898148850640627,-1.064434627339932,-1.5543126698328162,-0.6431305481265917,-1.8329059943573633,-0.5571001007656601,0.535143808225287,6.1738526457905705,323.13483146067415,89
W120: 120일 +100%↑,opm Q1(하위20%),5.48965727919962,2.2898148850640627,3.1998423941355583,2.086999841524869,4.2507793273103545,1.4941994093603335,4.840003315872786,2.3974240516154364,4.655718359104564,323.0674157303371,89
W120: 120일 +100%↑,asset_g Q5(상위20%),3.744939993479938,2.2898148850640627,1.4551251084158745,0.6350545624933656,2.498737436389938,0.3915202101370553,3.2263790666070076,1.6354771811063515,7.660947939542444,506.0561797752809,89
W120: 120일 +100%↑,asset_g Q1(하위20%),3.3563166362227728,2.2898148850640627,1.0665017511587103,0.6497518496216474,1.4064243579257747,0.39438783422569557,1.5521249409952165,1.465758938906047,2.547465553151573,504.7191011235955,89
W120: 120일 +100%↑,sue Q5(상위20%),2.49531644780542,2.2898148850640627,0.20550156274135725,0.04772319497538338,0.3780196209915237,-0.01741071167416723,0.4949722164535553,1.089745928407487,7.576151557246883,450.86516853932585,89
W120: 120일 +100%↑,sue Q1(하위20%),2.1646565489600675,2.2898148850640627,-0.1251583361039952,-0.43596974099768493,0.1493575628662227,-0.6273798954034129,0.2930154360944043,0.9453412863544672,5.507945327007789,450.08988764044943,89
W120: 120일 +100%↑,ins_npr Q5(상위20%),2.1829279788416103,2.2898148850640627,-0.10688690622245273,-0.4102074817266997,0.15845092141952294,-0.5790276175276251,0.2635522356304093,0.9533207217231178,5.255325298752695,327.3820224719101,89
W120: 120일 +100%↑,dtc Q5(상위20%),3.0586950467648166,2.2898148850640627,0.7688801617007542,0.1333883687814228,1.5730726542420823,-0.06492279291078534,2.1324668658045383,1.3357826725278026,7.241074618747452,639.056179775281,89
W120: 120일 +100%↑,dtc Q1(하위20%),2.359616748135751,2.2898148850640627,0.06980186307168852,-0.3151222390342076,0.4685839783701839,-0.5414391220103691,0.7145159452795384,1.0304836270944826,1.235687293092107,638.4831460674158,89
W120: 120일 +100%↑,svr20 Q5(상위20%),1.9666003002962011,2.2898148850640627,-0.32321458476786197,-0.5097971066473908,-0.17973744039350412,-0.6207107795275976,-0.12979091373080456,0.8588468496400664,6.539205068656133,656.8202247191011,89
W120: 120일 +100%↑,svr20 Q1(하위20%),2.0251600060217148,2.2898148850640627,-0.26465487904234813,-0.5919593111338037,0.048430792410612475,-0.8268801801994989,0.2246060821214981,0.8844208408423619,5.870653686884217,654.0449438202247,89
W120: 120일 +100%↑,days_since_ea Q5(상위20%),1.539535867791431,2.2898148850640627,-0.7502790172726317,-1.0914029975850414,-0.4798650900047488,-1.3249901981873047,-0.39516134174727174,0.6723407546319444,6.22709691511837,513.9325842696629,89
W120: 120일 +100%↑,days_since_ea Q1(하위20%),3.301115461662457,2.2898148850640627,1.0113005765983945,0.6025390726609087,1.5153040426976905,0.4581636463721692,1.8742090562766895,1.4416516737640566,5.843836675183025,517.2584269662922,89
W120: 120일 +100%↑,ins_clu=1,2.5991787929415495,2.2898148850640627,0.30936390787748735,-0.24249626372585042,1.12558473808233,-0.3531273681442475,1.5733990465258294,1.1351043308764375,5.554778493423192,135.30337078651687,89
W120: 120일 +100%↑,ipo1y=1,6.768080408650197,2.2898148850640627,4.478265523586134,2.4307305109011788,6.400925981749202,1.2773699282450717,6.914924976990607,2.955732558468736,7.5205549385798,95.84269662921348,89
W120: 120일 +100%↑,ma200_up=1,2.241713266409372,2.2898148850640627,-0.04810161865469066,-0.23672283912774725,0.21597925757624428,-0.275229048317974,0.38873036203014727,0.9789932282437125,7.6140317430768265,2000.6179775280898,89
W120: 120일 +100%↑,sp500_now=1,1.6962804195212924,2.2898148850640627,-0.5935344655427709,-1.0419915398551354,-0.22325433148179316,-1.2907560621040586,-0.07653420000484687,0.7407936906104247,8.902744250176568,496.53932584269666,89
